system:index,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,EVI,GCVI,Label,MNDWI,NDBI,NDVI,NDWI,.geo
206_0,606.0,2899.5,1772.5,826.0,1281.0,1433.0,1864.5,2952.5,3241.5,3427.0,3737.0,3745.5,0.8549133939290001,1.6752537080405934,Agriculture,-0.38715464,-0.08337943,0.41028807,-0.45581988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.354552146850728,49.27308740736202]}"
207_0,433.5,2126.5,1444.0,692.0,908.0,926.0,1142.0,2035.5,2337.5,2205.5,2504.5,2952.5,1.2434402332361516,1.428964757709251,Agriculture,-0.40154886,-0.01823638,0.40859014,-0.4167336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.837661532368355,50.395712017926186]}"
208_0,476.5,2480.5,2119.5,651.0,1045.0,1385.0,1669.0,1910.5,2024.0,2068.0,2108.5,2516.5,0.3106522332393341,0.9789473684210526,Agriculture,-0.4071763,0.09068924,0.19779901,-0.3286219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.758614361647689,50.17050437619742]}"
209_0,394.5,2417.5,1618.0,482.5,725.5,809.0,1246.5,2211.0,2619.0,2711.5,2851.5,3191.0,1.2048002026470774,2.737422467263956,Agriculture,-0.53833914,-0.057321116,0.54040617,-0.5778295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.207044202916451,50.11678512220708]}"
210_0,298.0,2361.0,1265.0,403.0,802.0,488.0,1265.0,3171.0,3694.0,3872.0,3933.0,4044.0,2.2389837236998806,3.8279301745635914,Agriculture,-0.4928865,-0.24241938,0.77614677,-0.656825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.881773387100475,50.19844198153354]}"
211_0,606.5,3210.5,2564.5,937.0,1321.0,1779.0,2047.5,2426.5,2613.0,2722.5,2741.5,3020.0,0.3702904238618524,1.0609386828160483,Agriculture,-0.4169701,0.08225181,0.2095968,-0.34660566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.097728381402808,49.12720100522101]}"
212_0,239.0,1504.5,668.5,218.0,435.5,200.5,757.0,2670.5,3313.5,3506.0,3707.5,3942.5,2.68739837398374,7.050516647531573,Agriculture,-0.55103093,-0.39946112,0.89181167,-0.77901816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.7697488968889195,50.31468397929861]}"
213_0,257.0,2467.0,1183.0,371.0,766.0,624.0,1307.0,3231.0,3965.0,4084.0,4377.0,4456.0,1.7140592489844448,4.331592689295039,Agriculture,-0.5261367,-0.24683255,0.7349193,-0.6841237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.029995408980197,50.60016857659179]}"
214_0,376.0,2045.0,929.5,323.5,603.0,348.0,1018.0,3256.5,4093.0,4303.5,4433.5,3679.5,2.4932240781594706,6.13681592039801,Agriculture,-0.5445619,-0.35575333,0.8503708,-0.7542036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.307565683209426,50.06719811852368]}"
215_0,418.0,2883.0,1977.0,741.0,1050.0,1460.0,1622.0,2380.0,2748.0,2603.0,3047.0,3061.0,0.49212089899250844,1.479047619047619,Agriculture,-0.46605644,0.051039007,0.28131923,-0.42513004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.157915505438817,49.704727901381446]}"
216_0,575.0,3233.0,2559.0,990.0,1406.0,1802.0,2007.0,3303.0,3526.0,3499.0,3754.0,3844.0,0.6160156817191811,1.4886201991465149,Agriculture,-0.3938349,-0.039512776,0.3201283,-0.42670745,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.238494386424337,49.82043090997605]}"
217_0,259.0,1563.5,828.5,349.5,561.5,429.0,763.0,2148.0,2490.5,2913.5,2795.5,2901.5,2.16627430464731,4.188780053428317,Agriculture,-0.47152942,-0.3015412,0.7433059,-0.6768345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.381052447732254,49.28009426657815]}"
218_0,278.0,1919.0,928.0,341.0,647.0,370.0,948.0,3016.0,3563.0,3583.0,3608.0,3650.0,2.474202987833051,4.5378670788253475,Agriculture,-0.49571317,-0.3024355,0.8128004,-0.69408983,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.333082411560272,49.88331297986441]}"
219_0,277.0,2214.0,963.0,347.0,687.0,380.0,1153.0,3525.0,4415.0,4748.0,4831.0,4776.0,2.4669603524229076,5.911208151382824,Agriculture,-0.5263702,-0.36397588,0.85179406,-0.7471941,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.677676154548521,50.277403895007645]}"
220_0,661.0,2755.0,2264.0,804.0,1130.0,1216.0,1765.0,3262.0,3463.0,3432.0,3527.0,3486.0,1.1789742498403917,2.0371681415929204,Agriculture,-0.41827542,-0.10942298,0.4767642,-0.50460327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.281613520062075,49.46856081318643]}"
221_0,271.0,2277.0,1380.0,368.0,652.0,584.0,1102.0,2153.0,2482.0,2522.0,2706.0,2924.0,1.4830119375573922,2.8680981595092025,Agriculture,-0.5547969,-0.051052302,0.62395364,-0.58916193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.469267008632792,49.6952955908982]}"
222_0,502.0,2536.5,2151.0,668.0,1002.0,1333.0,1635.0,2043.5,2272.0,2333.5,2564.5,2463.5,0.46993893846876467,1.3288423153692617,Agriculture,-0.43365833,0.04168378,0.27287605,-0.39919052,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.285741196087173,50.49039444887238]}"
223_0,466.5,2276.0,1066.5,557.5,1015.5,568.0,1769.0,4075.5,4746.0,4784.0,4960.5,4840.5,2.62728235807316,3.7109798129000495,Agriculture,-0.3829561,-0.3552408,0.7877429,-0.6497974,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.708578200322232,49.66816646931778]}"
224_0,391.5,2437.5,1307.5,516.5,863.0,551.0,1450.5,3342.5,3796.0,4108.5,4153.5,4442.5,2.511117385473283,3.76071842410197,Agriculture,-0.47704893,-0.2552704,0.76349396,-0.65282106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.257978679526029,50.07995419555817]}"
225_0,656.0,2930.0,2442.0,899.5,1339.0,1526.0,2090.5,2850.0,3018.5,3142.0,3195.5,3662.0,0.7275674215478817,1.3465272591486186,Agriculture,-0.3726868,-0.03491436,0.34618682,-0.40236554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.432440656265742,49.396695590456865]}"
226_0,265.0,2371.0,1285.0,360.0,692.0,426.0,1299.0,3337.0,3947.0,4356.0,4194.0,3722.0,2.332067410396392,5.294797687861272,Agriculture,-0.5481554,-0.29507953,0.8218319,-0.725832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.3295789819522055,50.508450586083185]}"
227_0,844.0,3913.0,3797.0,1050.0,1650.0,2258.0,2607.0,2845.0,3011.0,2962.0,3107.0,3139.0,0.20379805465493284,0.7951515151515152,Agriculture,-0.4067949,0.13832727,0.1348659,-0.2844753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.253586083197545,49.24883289469079]}"
228_0,278.5,2174.0,993.0,341.5,700.5,317.0,1099.5,3318.0,4044.0,4429.0,4331.5,4418.0,2.726248093880528,5.322626695217702,Agriculture,-0.5126109,-0.34151143,0.86641383,-0.726874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.462704732776867,50.291237950383085]}"
229_0,255.0,2296.0,1323.0,369.0,641.0,598.0,1300.0,2775.0,3200.0,3214.0,3510.0,3633.0,1.620617023912774,4.014040561622465,Agriculture,-0.56350017,-0.16660617,0.6862539,-0.6674449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.08209769545913,49.23544799695741]}"
230_0,263.0,2312.0,1102.0,365.0,825.0,346.0,1423.0,4206.0,5082.0,5456.0,5474.0,5694.0,2.6639557918882284,5.613333333333333,Agriculture,-0.47401977,-0.40473738,0.8807308,-0.73730296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.9049453471489075,49.77794059703719]}"
231_0,307.0,1641.0,779.5,262.0,486.0,305.0,760.5,2465.5,3088.0,3566.0,3347.5,3385.0,2.375437062937063,6.337448559670782,Agriculture,-0.54301834,-0.36969465,0.84241796,-0.7601185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.5104996801738775,50.65523530350831]}"
232_0,238.0,2135.0,1077.0,251.0,621.0,267.0,1107.0,3276.0,3974.0,4652.0,4272.0,4841.0,2.5071469411092053,6.491143317230274,Agriculture,-0.54934686,-0.37085605,0.89144135,-0.76446044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.919682292090319,50.726561537067404]}"
233_0,473.0,2879.0,2722.0,690.0,1014.0,1394.0,1702.0,2710.0,2975.0,3024.0,3242.0,3311.0,0.6557772771161892,1.9822485207100593,Agriculture,-0.479065,-0.024563782,0.3689452,-0.49777117,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.275235481544826,49.750541980871546]}"
234_0,252.0,2485.5,1203.5,361.5,748.5,351.5,1268.5,3993.0,4873.0,5336.0,5163.5,4488.5,2.6318707429114525,6.1289245156980625,Agriculture,-0.53710574,-0.36444417,0.8763956,-0.753965,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.767862434792269,49.93011520616704]}"
235_0,399.0,1879.5,1165.5,348.5,551.0,611.0,878.0,2217.0,2748.5,2850.0,3005.5,2402.0,1.4340613591238072,4.172413793103448,Agriculture,-0.54659534,-0.2052014,0.6469228,-0.67597765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8592256734690755,49.487515265681346]}"
236_0,232.5,2027.0,902.5,256.0,412.5,281.5,954.0,2820.0,3324.0,2601.0,3621.0,4487.0,2.4456980177140446,5.305454545454546,Agriculture,-0.66181594,-0.124027655,0.80468345,-0.72623193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.534125372146221,49.605104736372596]}"
237_0,242.0,2319.0,1194.0,358.0,728.5,451.5,1284.0,3299.5,3888.5,4104.0,4313.5,4394.0,2.211491886655365,4.633493479752917,Agriculture,-0.5219032,-0.27790752,0.8017781,-0.69849974,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.034662074175767,49.82222754054428]}"
238_0,354.0,2558.0,1425.0,404.0,822.0,486.0,1419.0,3497.0,4162.0,4861.0,4389.0,4007.0,2.3036015164279697,4.913625304136253,Agriculture,-0.51360947,-0.3104192,0.81821585,-0.7107162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.610572002824792,49.349713701097414]}"
239_0,462.0,2517.5,1856.0,582.5,838.5,1182.0,1479.5,2190.0,2397.0,2346.0,2595.0,2749.0,0.5739361964400178,1.7978533094812166,Agriculture,-0.50029796,0.03526267,0.32993197,-0.4733867,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.915011052612898,49.779557564548604]}"
240_0,447.0,2063.0,1214.0,524.0,947.0,839.0,1528.0,3040.0,3382.0,3368.0,3559.0,3478.0,1.4134808853118712,2.55649419218585,Agriculture,-0.3707641,-0.24028724,0.601141,-0.56106603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.288979705391855,49.16843367676209]}"
241_0,230.0,1434.0,634.0,293.0,536.0,280.0,815.0,2219.0,2783.0,2976.0,2903.0,3027.0,2.7403943891034768,4.552238805970149,Agriculture,-0.45583758,-0.34965986,0.82800984,-0.6947608,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.31646357880406,50.16646195741888]}"
242_0,233.5,2010.0,929.0,289.5,631.5,299.5,1128.0,3292.0,3880.0,4220.0,4333.5,4011.0,2.54793007083902,5.682501979414093,Agriculture,-0.52186257,-0.35473517,0.86746323,-0.73966813,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.661596310962781,50.570614003744254]}"
243_0,237.0,1815.0,867.0,284.0,568.0,322.0,877.0,2627.0,3091.0,3972.0,3569.0,4120.0,2.4172185430463577,5.992957746478873,Agriculture,-0.52329,-0.37273198,0.85002327,-0.74977976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.360570859254329,49.90271659000139]}"
244_0,274.0,1731.0,840.0,314.5,599.5,358.0,849.0,2858.5,3738.5,3675.0,3861.5,3830.5,2.3930452348315416,5.130108423686405,Agriculture,-0.48551813,-0.35960045,0.82246464,-0.71949935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.319064118846156,50.12280383461067]}"
245_0,450.0,2389.0,1413.0,505.0,956.0,732.0,1572.0,2640.0,2950.0,3136.0,3400.0,3326.0,1.6063076306294266,2.280334728033473,Agriculture,-0.4284006,-0.13520361,0.62150985,-0.53274685,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.5184946862025415,49.28350786465781]}"
246_0,469.5,2291.5,1588.5,710.0,1046.0,1305.0,1616.0,2154.5,2288.0,2299.0,2510.5,2521.5,0.5171696149843913,1.1978967495219885,Agriculture,-0.37318352,-0.001633809,0.27580467,-0.37458894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.212348837374608,50.26626478548456]}"
247_0,306.0,2444.0,1190.0,382.0,799.0,418.0,1294.0,3748.0,4379.0,4460.0,4631.0,4573.0,2.462231968810916,4.581977471839799,Agriculture,-0.5072464,-0.29200464,0.8286183,-0.69613993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.2598697159045305,49.59728939340076]}"
248_0,259.5,2044.0,963.5,315.5,562.5,345.5,1085.5,3027.5,3559.0,3657.5,3868.0,4031.0,2.460441274793849,5.502222222222223,Agriculture,-0.56838673,-0.2829957,0.82737947,-0.7334123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.7917576213498485,50.152268575929796]}"
249_0,343.0,2290.0,1251.0,414.0,702.0,553.0,1178.0,2515.0,2836.0,2920.0,3087.0,4050.0,1.8881620931716656,3.1595441595441596,Agriculture,-0.53074867,-0.12092131,0.68154335,-0.6123689,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.508253891963578,49.7479368665476]}"
250_0,327.0,2171.5,1243.0,461.0,776.0,597.5,1329.5,3413.5,4040.0,4089.5,4337.0,4536.0,2.069701280227596,4.269974226804123,Agriculture,-0.4734521,-0.30634084,0.74503946,-0.6810194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.9642341559007965,49.73661809396769]}"
251_0,375.5,2489.0,1350.0,335.5,688.0,484.0,1236.0,3111.0,3685.0,3938.5,3976.0,3834.0,1.9957825408746896,4.724563953488372,Agriculture,-0.566887,-0.22551537,0.7811193,-0.70258296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.420668151761925,49.87441965855162]}"
252_0,347.0,2788.0,1609.0,497.5,870.5,645.0,1418.5,3262.0,3789.0,3935.5,4094.0,4265.5,2.018587816698362,3.5209649626651354,Agriculture,-0.5241219,-0.17067003,0.71837133,-0.6377445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.557476995251477,49.741738491087176]}"
253_0,338.0,2672.0,1466.0,424.0,756.0,594.0,1362.0,3013.0,3515.0,3749.0,3865.0,3366.0,1.9079583938074505,3.958994708994709,Agriculture,-0.55892646,-0.16773088,0.72645634,-0.6643729,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.858596852770192,49.553810933649366]}"
254_0,467.0,2632.0,1946.0,560.0,840.0,754.0,1404.0,2837.0,3320.0,3419.0,3536.0,3172.0,1.7795138888888888,3.0702380952380954,Agriculture,-0.516129,-0.13006115,0.63862926,-0.6055412,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.200046492264022,49.65594938145376]}"
255_0,364.0,2379.0,1568.0,483.0,814.0,896.0,1451.0,2771.0,3096.0,3136.0,3473.0,3260.0,1.145077190471322,2.8525798525798525,Agriculture,-0.49013466,-0.13726202,0.5555556,-0.5878481,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.567722363772291,49.79599673424799]}"
256_0,190.0,1584.0,676.0,197.0,342.0,178.0,567.0,2186.0,3053.0,3022.0,3361.0,3947.0,2.720489764683375,7.836257309941521,Agriculture,-0.6448598,-0.31220147,0.88875,-0.7966706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.662225131661664,50.381338973380274]}"
257_0,226.0,2028.0,1065.0,312.0,497.0,411.0,745.0,1989.0,2373.0,2913.0,2682.0,3031.0,2.057565789473684,4.861167002012072,Agriculture,-0.60633665,-0.17911354,0.7527076,-0.7085044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.8685635781420675,49.932720320490986]}"
258_0,369.0,2767.0,1549.0,460.0,792.0,665.0,1387.0,3081.0,3505.0,3828.0,3883.0,4016.0,1.8099107347219043,3.833333333333333,Agriculture,-0.55493116,-0.16087945,0.70398396,-0.6571429,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.884284095614158,50.46596027314433]}"
259_0,552.5,2235.0,2012.0,724.0,1061.0,1308.0,1612.5,2112.5,2213.5,2280.0,2296.5,2310.5,0.5171313045328794,1.1489161168708764,Agriculture,-0.3561893,-0.009966778,0.27090302,-0.36486083,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.542569535816944,50.265007144086795]}"
260_0,208.5,2087.0,874.0,256.5,547.0,284.0,1039.0,3462.5,4200.5,4306.0,4521.5,4618.0,2.460089302097988,6.872029250457039,Agriculture,-0.58466214,-0.34709838,0.8762527,-0.77457243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.01679017430364,50.67526773434418]}"
261_0,477.0,1952.0,1724.0,584.0,912.0,1160.0,1441.0,1758.0,1873.0,1854.0,1989.0,2199.0,0.39120631341600903,1.0328947368421053,Agriculture,-0.36312848,0.025748817,0.2302588,-0.34056398,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.295892158797724,50.29348373859338]}"
262_0,266.5,2367.5,1223.5,392.5,768.0,430.5,1383.5,3545.0,4136.0,4174.0,4407.0,4012.5,2.453627842957331,4.434895833333333,Agriculture,-0.510126,-0.2761599,0.813009,-0.6891947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.678300400965552,49.97467164425937]}"
263_0,348.0,2578.0,1455.0,501.0,833.0,674.0,1582.0,3433.0,3993.0,4264.0,4221.0,3272.0,1.9718774030539383,4.118847539015606,Agriculture,-0.51158017,-0.24641918,0.72701496,-0.67314106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.475555215621628,49.65900365341977]}"
264_0,479.0,2819.0,2070.0,614.0,980.0,1030.0,1666.0,2433.0,2696.0,3030.0,2939.0,3000.0,1.0855405992184106,2.0918367346938775,Agriculture,-0.48407477,-0.03607454,0.49261084,-0.51122195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.05910082418567,50.354389514856685]}"
265_0,202.25,2108.0,1071.0,353.5,640.0,378.5,994.0,2626.6666666666665,3153.5,3573.0,3448.3333333333335,3320.0,2.5005870841487283,4.5828125,Agriculture,-0.5342067,-0.25787714,0.80842716,-0.6961785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.73058692478316,49.60231995899182]}"
266_0,332.5,2645.0,1318.5,357.0,670.0,418.0,1289.0,3285.0,3991.5,3834.0,4290.5,4150.0,2.329832219342518,4.722388059701492,Agriculture,-0.5957768,-0.18351598,0.8033866,-0.7024867,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.633568874098252,49.861394086931895]}"
267_0,293.5,1871.5,1175.5,400.5,690.5,742.5,1053.0,2228.0,2487.0,2510.0,2579.5,2897.0,1.1152123162344627,2.6350470673425055,Agriculture,-0.460968,-0.14572635,0.5434281,-0.5685049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.048321040776235,50.586154858159524]}"
268_0,551.0,2939.0,1925.0,498.0,897.0,854.0,1530.0,3368.0,3957.0,4035.0,4343.0,3742.0,1.4658986175115207,3.4983277591973243,Agriculture,-0.5323253,-0.15715514,0.6506443,-0.63625306,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.07428235248729,49.75197928532614]}"
269_0,342.0,2561.0,1391.0,444.0,748.0,614.0,1350.0,3068.0,3648.0,3964.0,4203.0,4307.0,1.9391062746006018,4.2994652406417115,Agriculture,-0.54789966,-0.21501915,0.7317606,-0.68251276,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.28421406010417,49.843517612777916]}"
270_0,289.0,1862.0,871.0,356.0,654.0,382.0,1011.0,3156.0,3787.0,4164.0,4188.0,4289.0,2.4966992342223397,5.36697247706422,Agriculture,-0.4801272,-0.3820113,0.8319402,-0.72851807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.988309005515199,50.52336261979957]}"
271_0,333.0,2204.5,1188.5,421.0,807.5,603.0,1325.5,2812.0,3407.5,3388.0,3556.5,3435.5,1.808676451487206,3.1956656346749224,Agriculture,-0.46381143,-0.21162271,0.69782007,-0.6150638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.9822004615831865,50.283871765053306]}"
272_0,357.0,2507.0,1586.0,470.0,706.0,760.0,1275.0,2078.0,2398.0,2481.0,2608.0,2572.0,1.2233437588854137,2.5141643059490084,Agriculture,-0.5605353,0.00521251,0.53100896,-0.5569501,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.229151907469495,49.30165383339702]}"
273_0,414.0,3009.5,1780.5,523.0,855.5,789.0,1467.0,2911.0,3378.5,3521.5,3752.5,3800.0,1.5761998154130132,3.1163062536528345,Agriculture,-0.5573092,-0.078395344,0.63391715,-0.609093,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.968550643546421,50.28018867238841]}"
274_0,355.0,1471.0,709.0,360.0,592.0,304.0,771.0,2888.0,3341.0,3192.0,3333.0,3939.0,3.1160984031074666,4.391891891891892,Agriculture,-0.42607853,-0.36907572,0.82608694,-0.68710357,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.524782893191378,50.31216869650307]}"
275_0,485.0,2378.0,1692.0,702.0,1108.0,1074.0,1626.0,2595.0,2770.0,2952.0,3152.0,3134.0,1.1362536302032913,1.664259927797834,Agriculture,-0.3643144,-0.10769231,0.46646795,-0.45418718,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.457139752297178,50.124780128235734]}"
276_0,213.0,2039.0,879.0,306.0,667.0,285.0,1131.0,3754.0,4530.0,4676.0,4864.0,4501.0,2.6826735092864125,6.010494752623688,Agriculture,-0.5070214,-0.3927029,0.8851038,-0.7503275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.891744686754202,50.51635576058344]}"
277_0,294.5,1694.0,802.5,293.5,508.0,333.0,763.0,2699.0,3680.5,3710.5,3880.0,3572.5,2.4068267654813655,6.304133858267717,Agriculture,-0.5386013,-0.373115,0.8352912,-0.7591561,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.240641194542522,50.13915317278165]}"
278_0,272.0,2180.0,1083.0,283.0,666.0,321.0,1190.0,3239.0,3754.0,3985.0,4219.0,4131.0,2.4172054360733606,4.983483483483483,Agriculture,-0.5319747,-0.29278183,0.8509057,-0.71361,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.345294925142446,50.22098969516494]}"
279_0,408.0,2314.5,1378.0,401.0,645.5,571.0,1040.0,1940.5,2222.0,2305.0,2416.5,2492.0,1.5911176362635346,2.570875290472502,Agriculture,-0.56385136,0.0020564997,0.6029207,-0.5624471,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.875305517054815,49.562165265791684]}"
280_0,249.0,1744.0,1140.0,273.0,414.0,468.0,862.0,2162.0,2723.0,2635.0,2987.0,3052.0,1.5950242897099955,5.3647342995169085,Agriculture,-0.6163114,-0.20347111,0.69835645,-0.7284356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.579400462465845,49.484910151357404]}"
281_0,281.0,2294.0,1016.5,281.5,573.5,284.0,1051.0,3247.0,4169.0,3976.0,4604.0,4544.5,2.5856152391624065,5.932868352223191,Agriculture,-0.6,-0.26826155,0.8666667,-0.7478844,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.399642999831677,50.20625732450538]}"
282_0,506.0,2168.0,1409.0,572.0,924.0,1013.0,1502.0,2441.0,2861.0,3068.0,3095.0,3477.0,1.05775169857937,2.3203463203463204,Agriculture,-0.40232858,-0.17188694,0.50355303,-0.53707415,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.429830967659944,50.60106689187591]}"
283_0,332.0,1823.0,909.0,344.0,600.0,436.0,862.0,2958.0,3743.0,3984.0,3852.0,3974.0,2.205918925640388,5.64,Agriculture,-0.5047462,-0.37213707,0.80271494,-0.7382199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.320146671468951,49.889062197682776]}"
284_0,493.0,2341.0,1854.0,618.0,902.0,1164.0,1390.0,2084.0,2418.0,2612.0,2601.0,2648.0,0.7295445384925434,1.895787139689579,Agriculture,-0.44372496,-0.054714315,0.3834746,-0.48662493,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.3840214624517,49.60034366536676]}"
285_0,538.0,2576.0,1759.0,696.0,1094.0,1100.0,1500.0,2900.0,3444.0,3403.0,3580.0,3584.0,1.2034908026755853,2.110603290676417,Agriculture,-0.4038147,-0.13831745,0.5114368,-0.5134534,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.4001819890021485,49.87747393051763]}"
286_0,435.5,2485.0,1758.0,474.0,750.5,853.5,1245.5,2582.0,3050.0,3132.5,3310.5,3329.0,1.2123630173422704,3.173884077281812,Agriculture,-0.53608406,-0.115264796,0.5717511,-0.6134432,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.240830006163048,49.44475545815726]}"
287_0,370.0,2430.0,1329.0,476.0,850.0,514.0,1431.0,3015.0,3697.0,3876.0,4006.0,3496.0,2.478619876142731,3.5599999999999996,Agriculture,-0.4817073,-0.22930542,0.7658314,-0.64028776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.2343575618355365,50.24910696355788]}"
288_0,514.0,2766.0,2274.0,684.0,936.0,1312.0,1575.0,2022.0,2179.0,2230.0,2351.0,2341.0,0.46149205710838526,1.3824786324786325,Agriculture,-0.4943274,0.10728583,0.2591756,-0.40871763,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.327872182912379,49.795278082020694]}"
289_0,209.0,1716.5,776.0,249.0,416.5,224.5,633.0,2452.5,3060.0,4039.0,3385.5,3292.0,2.7095468106265095,8.697478991596638,Agriculture,-0.60947025,-0.40352705,0.8946875,-0.8130401,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.424530907483639,50.5018030529807]}"
290_0,457.0,2097.0,1249.5,643.3333333333334,1016.0,1083.0,1620.5,2858.0,3694.0,3512.0,3666.0,3140.0,1.1709409949865022,2.456692913385827,Agriculture,-0.34725344,-0.25227314,0.52861804,-0.55123675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.4492300035150745,49.551205819325425]}"
291_0,477.5,2139.0,1299.5,604.0,978.0,841.5,1420.0,3815.5,4651.0,4518.0,4780.5,4698.5,1.8243846764589122,3.619631901840491,Agriculture,-0.37247354,-0.35736817,0.6859782,-0.6441048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.17372585443932,49.90487254668328]}"
292_0,209.0,1728.0,804.5,256.0,460.0,263.0,717.6,2638.0,2981.0,3668.0,3370.0,3594.5,2.5586113615870154,6.973913043478261,Agriculture,-0.5795247,-0.35952556,0.8661918,-0.7771318,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.625124710427528,49.630527058913174]}"
293_0,413.0,2708.0,2085.0,754.0,1082.0,1494.0,1854.0,2428.0,2750.0,2654.0,2903.0,3699.0,0.4862508383635144,1.4528650646950094,Agriculture,-0.42902374,0.010070869,0.27965283,-0.42077088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.896865083873683,49.868760272261675]}"
